crime_category;crime_type;chrgcnt;ucr;district;beat_number;map_reference;incident_number;time_from;time_to;date_from;date_to;crimeday;location_category;lat;lon;apartment_complex;residential_subdivision;activity_date;phxrecordstatus;phxcommunity;phxstatus;record;offensecategory;violentproperty;timeframe;domestic;location;period;radio;street
ALL OTHER;FRAUD - ALL OTHER;;1190;D1;111;P024;16010282;0001-01-01 19:27:09+00:00;0001-01-01 19:27:10+00:00;2016-11-29;11/29/2016;TUESDAY;TOWN OWNED;35.803758542;-78.78440454;HARRISON GRANDE AT CARY APTS;HARRISON GRANDE AT CARY APTS.;24AUG2011;Active;Yes;Active;27434;Fraud;Part II;"""Last Year""";N;"35.803758542; -78.78440454";"""Everything;Last Year""";Everything,Last Year;GRANDE CLASSIC WAY
ALL OTHER;FRAUD - ALL OTHER;;1190;D1;111;P024;17001439;0001-01-01 12:51:00+00:00;0001-01-01 13:56:00+00:00;2017-02-09;02/16/2017;THURSDAY;TOWN OWNED;35.806825411;-78.79293959;;EVANS ESTATES;;;No;;27435;Fraud;Part II;"""Last Year""";N;"35.806825411; -78.79293959";"""Everything;Last Year""";Everything,Last Year;EVANS ESTATES DR
ALL OTHER;FRAUD - ALL OTHER;;1190;D1;111;P029;17005487;0001-01-01 14:45:00+00:00;0001-01-01 12:00:00+00:00;2017-06-17;06/21/2017;WEDNESDAY;TOWN OWNED;35.829905957;-78.76457628;;SAS;;;No;;27495;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.829905957; -78.76457628";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;WOODLAND POND DR
ALL OTHER;FRAUD - ALL OTHER;;1190;D1;113;P032;17007110;0001-01-01 23:50:00+00:00;0001-01-01 11:00:00+00:00;2017-08-18;08/19/2017;SATURDAY;TOWN OWNED;35.804307242;-78.78252503;;HARRISON POINTE SHOP CENTER;;;No;;27828;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.804307242; -78.78252503";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;N HARRISON AV
ALL OTHER;FRAUD - ALL OTHER;;1190;D1;113;P034;16008990;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2016-09-19;09/19/2016;MONDAY;TOWN OWNED;35.798520113;-78.75829409;;BRAELOCH;;;No;;27846;Fraud;Part II;"""Last Year""";N;"35.798520113; -78.75829409";"""Everything;Last Year""";Everything,Last Year;FINCASTLE DR
ALL OTHER;FRAUD - ALL OTHER;;1190;D1;114;P065;16008684;0001-01-01 17:00:00+00:00;0001-01-01 17:00:00+00:00;2016-09-26;09/26/2016;MONDAY;TOWN OWNED;35.795302866;-78.81668644;BELL PRESTON RESERVE APTS.;BELL PRESTON RESERVE APTS;19SEP2012;Active;Yes;Active;28101;Fraud;Part II;"""Last Year""";N;"35.795302866; -78.81668644";"""Everything;Last Year""";Everything,Last Year;RIDGEMONT HILL RD
ALL OTHER;FRAUD - ALL OTHER;;1190;D3;115;P005;17000478;0001-01-01 12:00:00+00:00;0001-01-01 17:00:00+00:00;2017-01-03;01/03/2017;TUESDAY;TOWN OWNED;35.752180998;-78.77710409;;LAWNS, THE;;;No;;28132;Fraud;Part II;"""Last Year""";N;"35.752180998; -78.77710409";"""Everything;Last Year""";Everything,Last Year;WILANDER DR
ALL OTHER;FRAUD - ALL OTHER;;1190;D3;115;P006;16010441;0001-01-01 18:42:00+00:00;0001-01-01 18:42:00+00:00;2016-12-04;12/04/2016;SUNDAY;TOWN OWNED;35.759995763;-78.78395869;;KILDAIRE FARMS UNDEV;;;No;;28152;Fraud;Part II;"""Last Year""";N;"35.759995763; -78.78395869";"""Everything;Last Year""";Everything,Last Year;SHANNON OAKS CIR
ALL OTHER;FRAUD - ALL OTHER;;1190;D3;115;P037;17004933;0001-01-01 14:30:00+00:00;0001-01-01 15:28:00+00:00;2017-05-20;06/09/2017;FRIDAY;TOWN OWNED;35.769006811;-78.79994698;;PLANTATION ESTATES;;;No;;28179;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.769006811; -78.79994698";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;OAKLEY CT
ALL OTHER;FRAUD - ALL OTHER;;1190;D3;115;P042;17006374;0001-01-01 10:49:12+00:00;0001-01-01 10:49:13+00:00;2017-07-28;07/28/2017;FRIDAY;TOWN OWNED;35.751042032;-78.80160912;;;;;No;;28301;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.751042032; -78.80160912";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;GREENOCK CT
ALL OTHER;FRAUD - ALL OTHER;;1190;D3;116;P041;17006984;0001-01-01 09:00:00+00:00;0001-01-01 11:39:34+00:00;2017-01-28;07/16/2017;SUNDAY;TOWN OWNED;35.736945594;-78.8175149;;CARY AUTO PARK;;;No;;28386;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.736945594; -78.8175149";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;TEAM HENDRICK WAY
ALL OTHER;FRAUD - ALL OTHER;;1190;D3;116;P053;17002516;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2017-03-11;03/12/2017;SUNDAY;TOWN OWNED;35.740094866;-78.77828312;;WAVERLY PLACE;;;No;;28567;Fraud;Part II;"""Last Year""";N;"35.740094866; -78.77828312";"""Everything;Last Year""";Everything,Last Year;COLONADES WAY
ALL OTHER;FRAUD - ALL OTHER;;1190;D2;117;P018;17006128;0001-01-01 08:30:00+00:00;0001-01-01 09:00:00+00:00;2017-07-19;07/19/2017;WEDNESDAY;TOWN OWNED;35.789244883;-78.82980536;;;;;No;;28694;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.789244883; -78.82980536";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;SW CARY PKWY
ALL OTHER;FRAUD - ALL OTHER;;1190;D3;118;P004;16008920;0001-01-01 12:00:00+00:00;0001-01-01 14:37:55+00:00;2016-10-15;10/17/2016;MONDAY;TOWN OWNED;35.740965593;-78.75937584;;LOCHMERE VILLAGE;;;No;;28841;Fraud;Part II;"""Last Year""";N;"35.740965593; -78.75937584";"""Everything;Last Year""";Everything,Last Year;ASHWYN CT
ALL OTHER;FRAUD - ALL OTHER;;1190;D3;118;P004;17000892;0001-01-01 12:00:00+00:00;0001-01-01 18:00:00+00:00;2017-01-30;01/30/2017;MONDAY;TOWN OWNED;35.738946481;-78.75337225;BENNINGTON WOODS APTS.;BENNINGTON WOODS APTS;24AUG2011;Active;Yes;Active;28842;Fraud;Part II;"""Last Year""";N;"35.738946481; -78.75337225";"""Everything;Last Year""";Everything,Last Year;SPARTACUS CT
ALL OTHER;FRAUD - ALL OTHER;;1190;D3;118;P046;17002716;0001-01-01 11:57:00+00:00;0001-01-01 14:30:00+00:00;2017-03-31;03/31/2017;FRIDAY;TOWN OWNED;35.747169049;-78.74321454;;TRYON VILLAGE SHOPPING CENTER;;;No;;28993;Fraud;Part II;"""Last Year""";N;"35.747169049; -78.74321454";"""Everything;Last Year""";Everything,Last Year;TRYON WOODS DR
ALL OTHER;FRAUD - ALL OTHER;;1190;D2;119;P016;17000961;0001-01-01 12:00:00+00:00;0001-01-01 12:49:40+00:00;2017-01-27;02/02/2017;THURSDAY;TOWN OWNED;35.828412039;-78.8947639;;CAMDEN TWNHMS AT CARY PARK;;;No;;29047;Fraud;Part II;"""Last Year""";N;"35.828412039; -78.8947639";"""Everything;Last Year""";Everything,Last Year;LALEX LN
ALL OTHER;FRAUD - ALL OTHER;;1190;D2;119;P074;17001129;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2015-07-03;02/18/2016;THURSDAY;TOWN OWNED;35.843254859;-78.90405713;;TERRACOTTA AT STONEWATER;;;No;;29069;Fraud;Part II;"""Last Year""";N;"35.843254859; -78.90405713";"""Everything;Last Year""";Everything,Last Year;PANORAMA PARK PL
ALL OTHER;FRAUD - ALL OTHER;;1190;D1;120;P121;17005924;0001-01-01 23:41:41+00:00;0001-01-01 23:41:42+00:00;2017-07-12;07/12/2017;WEDNESDAY;TOWN OWNED;35.77385099;-78.75931174;;CARY TOWNE CENTER;;;No;;29350;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.77385099; -78.75931174";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALNUT ST
ALL OTHER;FRAUD - ALL OTHER;;1190;D2;121;P011;17003597;0001-01-01 13:58:00+00:00;0001-01-01 13:58:00+00:00;2017-04-29;04/29/2017;SATURDAY;TOWN OWNED;35.826957096;-78.84443415;;SEAL HARBOR AT TWIN LAKES;;;No;;29363;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.826957096; -78.84443415";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;OCEANSIDE LN
ALL OTHER;FRAUD - ALL OTHER;;1190;D2;121;P011;17005656;0001-01-01 17:50:00+00:00;0001-01-01 15:07:00+00:00;2017-04-28;07/03/2017;MONDAY;TOWN OWNED;35.826129971;-78.84214183;;SEAL HARBOR AT TWIN LAKES;;;No;;29364;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.826129971; -78.84214183";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;IVERTON LN
ALL OTHER;FRAUD - ALL OTHER;;1190;D2;121;P078;17000015;0001-01-01 12:00:00+00:00;0001-01-01 11:22:00+00:00;2016-12-27;01/01/2017;SUNDAY;TOWN OWNED;35.805080707;-78.83820334;;PENINSULA AT PRESTON;;;No;;29459;Fraud;Part II;"""Last Year""";N;"35.805080707; -78.83820334";"""Everything;Last Year""";Everything,Last Year;LINKS END DR
ALL OTHER;FRAUD - ALL OTHER;;1190;D2;121;P078;17005181;0001-01-01 10:16:00+00:00;0001-01-01 10:16:00+00:00;2017-06-18;06/18/2017;SUNDAY;TOWN OWNED;35.796794021;-78.84600965;;GEORGETOWNE;;;No;;29462;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.796794021; -78.84600965";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;COUNCIL GAP CT
ALL OTHER;FRAUD - ALL OTHER;;1190;D2;122;P015;17002368;0001-01-01 16:20:28+00:00;0001-01-01 16:20:29+00:00;2017-03-20;03/20/2017;MONDAY;TOWN OWNED;35.820626033;-78.89932484;THE RESERVE AT CARY PARK APTS.;THE RESERVE AT CARY PARK;19SEP2012;Active;Yes;Active;29466;Fraud;Part II;"""Last Year""";N;"35.820626033; -78.89932484";"""Everything;Last Year""";Everything,Last Year;FALLEN ACORN CIR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;111;P020;17001260;0001-01-01 12:53:00+00:00;0001-01-01 10:00:00+00:00;2017-02-11;02/11/2017;SATURDAY;TOWN OWNED;35.859692889;-78.81649526;;AERIAL CENTER EXECUTIVE PARK;;;No;;29549;Fraud;Part II;"""Last Year""";N;"35.859692889; -78.81649526";"""Everything;Last Year""";Everything,Last Year;HOSPITALITY CT
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;111;P021;17006785;0001-01-01 12:00:00+00:00;0001-01-01 10:11:00+00:00;2017-06-13;08/10/2017;THURSDAY;TOWN OWNED;35.83461266;-78.78335695;WESTON LAKESIDE APTS.;WESTON LAKESIDE;06DEC2012;Active;Yes;Active;29553;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.83461266; -78.78335695";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;UMSTEAD HOLLOW PL
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;111;P023;16008756;0001-01-01 15:00:00+00:00;0001-01-01 17:00:00+00:00;2016-10-10;10/12/2016;WEDNESDAY;TOWN OWNED;35.813315096;-78.79656567;;FISHERS CREEK;;;No;;29576;Fraud;Part II;"""Last Year""";N;"35.813315096; -78.79656567";"""Everything;Last Year""";Everything,Last Year;FISHERS CREEK CT
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;111;P024;17004291;0001-01-01 10:26:00+00:00;0001-01-01 16:32:00+00:00;2017-05-19;05/20/2017;SATURDAY;TOWN OWNED;35.814399752;-78.78819811;;SPRINGBROOKE;;;No;;29624;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.814399752; -78.78819811";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;OAKMIST DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;112;P027;17002422;0001-01-01 12:00:00+00:00;0001-01-01 23:59:00+00:00;2017-02-01;02/24/2017;FRIDAY;TOWN OWNED;35.755963945;-78.77257723;;FARREN FOREST;;;No;;29793;Fraud;Part II;"""Last Year""";N;"35.755963945; -78.77257723";"""Everything;Last Year""";Everything,Last Year;BRANNIGAN PL
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;112;P028;16008902;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2016-09-21;10/17/2016;MONDAY;TOWN OWNED;35.765534133;-78.76314557;;PIRATES COVE;;;No;;29815;Fraud;Part II;"""Last Year""";N;"35.765534133; -78.76314557";"""Everything;Last Year""";Everything,Last Year;NEWPORT CIR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;113;P030;17001250;0001-01-01 08:45:08+00:00;0001-01-01 10:00:00+00:00;2017-02-10;02/11/2017;SATURDAY;TOWN OWNED;35.804096583;-78.77247559;;ROYAL OAKS;;;No;;29894;Fraud;Part II;"""Last Year""";N;"35.804096583; -78.77247559";"""Everything;Last Year""";Everything,Last Year;KERRWOOD LN
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;113;P032;17005110;0001-01-01 10:00:00+00:00;0001-01-01 16:33:00+00:00;2017-06-14;06/15/2017;THURSDAY;TOWN OWNED;35.796053317;-78.77587037;;KINGS WOOD SUB;;;No;;29953;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.796053317; -78.77587037";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;NEW BINGHAM CT
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;114;P065;17003097;0001-01-01 16:00:00+00:00;0001-01-01 17:12:00+00:00;2017-04-13;04/13/2017;THURSDAY;TOWN OWNED;35.788691293;-78.82687303;;PRESTON CORNERS SHOP CENTER;;;No;;30179;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.788691293; -78.82687303";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;HIGH HOUSE RD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;114;P065;17005282;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2017-06-08;06/14/2017;WEDNESDAY;TOWN OWNED;35.791069865;-78.81891016;;WEATHERSTONE;;;No;;30180;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.791069865; -78.81891016";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;ORION CT
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;115;P006;17003496;0001-01-01 12:00:00+00:00;0001-01-01 05:38:00+00:00;2017-04-24;04/26/2017;WEDNESDAY;TOWN OWNED;35.75753257;-78.78932443;;CONCANNON TOWNHOMES;;;No;;30232;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.75753257; -78.78932443";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CONCANNON CT
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;116;P053;17000313;0001-01-01 12:00:00+00:00;0001-01-01 23:59:00+00:00;2016-04-24;04/24/2016;SUNDAY;TOWN OWNED;35.735538569;-78.78065434;;CRESCENT COMMONS SHOP CENTER;;;No;;30595;Fraud;Part II;"""Last Year""";N;"35.735538569; -78.78065434";"""Everything;Last Year""";Everything,Last Year;KILDAIRE FARM RD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;116;P054;16009493;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2016-01-01;11/04/2016;FRIDAY;TOWN OWNED;35.717376976;-78.79552659;;CARY RETIREMENT RESIDENCE;;;No;;30622;Fraud;Part II;"""Last Year""";N;"35.717376976; -78.79552659";"""Everything;Last Year""";Everything,Last Year;PENNY RD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;117;P001;17001458;0001-01-01 10:00:00+00:00;0001-01-01 12:00:00+00:00;2017-02-17;02/17/2017;FRIDAY;TOWN OWNED;35.781024183;-78.82537225;;FRED G BOND PARK;;;No;;30641;Fraud;Part II;"""Last Year""";N;"35.781024183; -78.82537225";"""Everything;Last Year""";Everything,Last Year;HIGH HOUSE RD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;117;P064;17005225;0001-01-01 20:30:00+00:00;0001-01-01 20:30:00+00:00;2017-06-19;06/19/2017;MONDAY;TOWN OWNED;35.775370623;-78.82953114;;SARATOGA PARK;;;No;;30758;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.775370623; -78.82953114";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;WHITE SANDS DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;117;P066;17006164;0001-01-01 12:00:00+00:00;0001-01-01 16:53:41+00:00;2017-06-08;07/20/2017;THURSDAY;TOWN OWNED;35.769229729;-78.83915151;;GIVERNY;;;No;;30776;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.769229729; -78.83915151";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;GIVERNY PL
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P004;17000241;0001-01-01 21:32:10+00:00;0001-01-01 21:32:11+00:00;2016-12-19;01/09/2017;MONDAY;TOWN OWNED;35.747795099;-78.75317301;LODGE AT CROSSROADS APTS., THE;LODGE AT CROSSROADS;16SEP2015;Active;Yes;Active;30916;Fraud;Part II;"""Last Year""";Y;"35.747795099; -78.75317301";"""Everything;Last Year""";Everything,Last Year;PENROSE VALLEY CIR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P046;17000279;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2016-11-30;12/18/2016;SUNDAY;TOWN OWNED;35.747169049;-78.74321454;;TRYON VILLAGE SHOPPING CENTER;;;No;;31132;Fraud;Part II;"""Last Year""";N;"35.747169049; -78.74321454";"""Everything;Last Year""";Everything,Last Year;TRYON VILLAGE DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P046;17006939;0001-01-01 16:53:00+00:00;0001-01-01 23:00:00+00:00;2017-08-14;08/14/2017;MONDAY;TOWN OWNED;35.743504781;-78.73837341;;SWIFT CREEK SHOPPING CENTER;;;No;;31135;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.743504781; -78.73837341";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;JONES FRANKLIN RD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P120;16010262;0001-01-01 12:45:00+00:00;0001-01-01 14:00:00+00:00;2016-11-22;11/22/2016;TUESDAY;TOWN OWNED;35.755437853;-78.74281711;;CENTRUM AT CROSSROADS;;;No;;31211;Fraud;Part II;"""Last Year""";N;"35.755437853; -78.74281711";"""Everything;Last Year""";Everything,Last Year;WALNUT ST
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D3;118;P120;16010402;0001-01-01 12:00:00+00:00;0001-01-01 13:00:00+00:00;2016-11-22;11/25/2016;FRIDAY;TOWN OWNED;35.760374891;-78.73906041;;CROSSROADS PLAZA SHOP CENTER;;;No;;31213;Fraud;Part II;"""Last Year""";N;"35.760374891; -78.73906041";"""Everything;Last Year""";Everything,Last Year;CROSSROADS BLVD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;119;P016;17007999;0001-01-01 22:01:00+00:00;0001-01-01 10:43:00+00:00;2017-09-15;09/16/2017;SATURDAY;TOWN OWNED;35.828164932;-78.89493289;;CAMDEN TWNHMS AT CARY PARK;;;No;;31235;Fraud;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.828164932; -78.89493289";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;LALEX LN
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;119;P076;16010433;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2016-11-17;11/17/2016;THURSDAY;TOWN OWNED;35.831414175;-78.90400371;;WEYCROFT;;;No;;31300;Fraud;Part II;"""Last Year""";N;"35.831414175; -78.90400371";"""Everything;Last Year""";Everything,Last Year;WEYCROFT GRANT DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;119;P076;17000855;0001-01-01 12:00:00+00:00;0001-01-01 08:30:00+00:00;2017-01-08;01/29/2017;SUNDAY;TOWN OWNED;35.839674351;-78.89312973;;EVANS FARM SUBDIVISION;;;No;;31303;Fraud;Part II;"""Last Year""";N;"35.839674351; -78.89312973";"""Everything;Last Year""";Everything,Last Year;PLUM BRANCH DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;119;P123;17007693;0001-01-01 12:00:00+00:00;0001-01-01 12:05:00+00:00;2017-09-06;09/06/2017;WEDNESDAY;TOWN OWNED;35.823785325;-78.92778947;;PENINSULA AT AMBERLY;;;No;;31352;Fraud;Part II;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.823785325; -78.92778947";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;PENINSULA FOREST PL
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;120;P058;17005095;0001-01-01 07:50:00+00:00;0001-01-01 07:50:00+00:00;2017-06-15;06/15/2017;THURSDAY;TOWN OWNED;35.782238884;-78.76370354;;CENTRAL ZONE;;;No;;31395;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.782238884; -78.76370354";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;SE MAYNARD RD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;120;P061;17000829;0001-01-01 20:30:00+00:00;0001-01-01 09:30:00+00:00;2017-01-27;01/28/2017;SATURDAY;TOWN OWNED;35.776020421;-78.7588333;;CARY TOWNE CENTER;;;No;;31524;Fraud;Part II;"""Last Year""";N;"35.776020421; -78.7588333";"""Everything;Last Year""";Everything,Last Year;CONVENTION DR
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;120;P061;17001928;0001-01-01 13:30:00+00:00;0001-01-01 15:32:28+00:00;2017-03-06;03/06/2017;MONDAY;TOWN OWNED;35.776750145;-78.76675379;;CARY VILLAGE SQUARE;;;No;;31525;Fraud;Part II;"""Last Year""";N;"35.776750145; -78.76675379";"""Everything;Last Year""";Everything,Last Year;CARY TOWNE BLVD
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;120;P061;17008319;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2017-09-19;09/19/2017;TUESDAY;TOWN OWNED;35.777275923;-78.76874138;;;;;No;;31530;Fraud;Part II;"""Last Year;Last Week;Last Month;Last 3 Months;Last 6 Months""";N;"35.777275923; -78.76874138";"""Everything;Last Year;Last Week;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Week, Last Month, Last 3 Months, Last 6 Months;WALNUT ST
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D1;120;P121;17006010;0001-01-01 15:09:00+00:00;0001-01-01 15:10:00+00:00;2017-07-14;07/14/2017;FRIDAY;TOWN OWNED;35.77385099;-78.75931174;;CARY TOWNE CENTER;;;No;;31582;Fraud;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.77385099; -78.75931174";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALNUT ST
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;121;P069;17000874;0001-01-01 12:00:00+00:00;0001-01-01 13:25:00+00:00;2017-01-30;01/30/2017;MONDAY;TOWN OWNED;35.818104843;-78.86222724;;CARPENTER VILLAGE;;;No;;31660;Fraud;Part II;"""Last Year""";N;"35.818104843; -78.86222724";"""Everything;Last Year""";Everything,Last Year;BALLAD CREEK CT
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;121;P069;17001326;0001-01-01 12:00:00+00:00;0001-01-01 16:55:22+00:00;2017-01-01;02/13/2017;MONDAY;TOWN OWNED;35.820538945;-78.85284569;;CARPENTER VILLAGE;;;No;;31661;Fraud;Part II;"""Last Year""";N;"35.820538945; -78.85284569";"""Everything;Last Year""";Everything,Last Year;IVY TREE PL
ALL OTHER;FRAUD - CREDIT CARD/ATM;;1150;D2;121;P073;16010997;0001-01-01 12:30:00+00:00;0001-01-01 14:00:00+00:00;2016-12-18;12/18/2016;SUNDAY;TOWN OWNED;35.830925394;-78.8543449;;CARY CORPORATE CENTER;;;No;;31677;Fraud;Part II;"""Last Year""";N;"35.830925394; -78.8543449";"""Everything;Last Year""";Everything,Last Year;DAVIS DR
ALL OTHER;FRAUD - IMPERSONATION;;1170;D1;111;P021;17005556;0001-01-01 12:00:00+00:00;0001-01-01 10:52:00+00:00;2017-06-01;06/30/2017;FRIDAY;TOWN OWNED;35.815357491;-78.82048024;MARQ AT WESTON;WESTON CORNERS RESIDENTIAL;;;No;;33002;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.815357491; -78.82048024";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;RISE DR
ALL OTHER;FRAUD - IMPERSONATION;;1170;D1;111;P022;17000289;0001-01-01 20:09:00+00:00;0001-01-01 18:45:00+00:00;2017-01-10;01/11/2017;WEDNESDAY;TOWN OWNED;35.820998875;-78.79148655;;WESTON POINT;;;No;;33012;Fraud;Part II;"""Last Year""";N;"35.820998875; -78.79148655";"""Everything;Last Year""";Everything,Last Year;NANTUCKET DR
ALL OTHER;FRAUD - IMPERSONATION;;1170;D1;111;P024;17001787;0001-01-01 12:00:00+00:00;0001-01-01 14:23:00+00:00;2017-02-11;03/01/2017;WEDNESDAY;TOWN OWNED;35.814902832;-78.79318874;;SPRINGBROOKE;;;No;;33036;Fraud;Part II;"""Last Year""";N;"35.814902832; -78.79318874";"""Everything;Last Year""";Everything,Last Year;SWIFTWATER CT
ALL OTHER;FRAUD - IMPERSONATION;;1170;D1;111;P024;17003557;0001-01-01 12:00:00+00:00;0001-01-01 12:00:00+00:00;2017-04-26;04/28/2017;FRIDAY;TOWN OWNED;35.806738843;-78.79051155;;EVANS ESTATES;;;No;;33038;Fraud;Part II;"""Last Year;Last 6 Months""";N;"35.806738843; -78.79051155";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;DRAKEFORD DR
